"","alpha","sig"
"1",-0.128101790739539,125.779746100847
"2",-0.0646426466608846,106.287667742272
"3",-0.0647595738392411,103.684845700368
"4",0.0529197764627381,58.0116136520789
"5",-0.107093799389332,110.558791272656
"6",-0.0684663385533806,61.6816299797734
"7",-0.0263940599272244,80.4137007933893
"8",-0.0681428409410042,95.9352764794444
"9",-0.0680893002836532,91.6638428032549
"10",-0.0714557259262821,97.5787217689573
"11",-0.0245132789441164,71.64807357542
"12",-0.0416918898210247,68.6137083771074
"13",0.0325062528816515,80.8449980912451
"14",-0.112808608839945,124.673221747835
"15",-0.0830006186159321,95.2400782858382
"16",0.0302086281871635,57.0135308105428
"17",-0.0966075731516987,89.9270577449836
"18",-0.0254725278848566,77.0789319551921
"19",-0.123372434641554,119.874656121391
"20",-0.00539531602510476,63.8730878978894
"21",-0.0740972769882914,95.7579537502208
"22",-0.151687080045501,129.375318319622
"23",-0.00353414434128067,78.5940995749837
"24",-0.155126240246508,80.7862407389133
"25",-0.0658605862067628,99.4169966024992
"26",-0.0461629833731456,95.3224555325315
"27",-0.0393091655387427,95.6980527010128
"28",-0.0986449687083496,93.5230715060612
"29",0.0224948512542999,63.1656499906356
"30",-0.0674720212694416,93.4489357886033
"31",-0.0653324197384408,110.645495122462
"32",-0.136065098005428,79.5407476048472
"33",-0.0508421897973951,85.5798931575862
"34",-0.0307626897590259,90.8576436078208
"35",-0.0276794857242638,77.5997363527791
"36",-0.0818964139538552,111.402892801785
"37",-0.0290129349371258,97.7329168403054
