"","alpha","sig"
"1",-0.0977972189954501,115.09193337382
"2",-0.0410124826518982,99.6291665537079
"3",-0.0197028132391889,93.4293754125262
"4",0.0848239313326619,53.8287001628081
"5",-0.0877035693396761,104.219851188025
"6",-0.0626192136099852,61.16880165505
"7",-0.0166224003721976,76.5248602381838
"8",-0.0289223105038064,87.2558626955176
"9",-0.032089608738921,84.8433712851287
"10",-0.0433832487652926,90.8643925488903
"11",0.0118955895923523,66.7690872891801
"12",-0.017300114665522,62.2903649024599
"13",0.0364363617127766,78.9563794750453
"14",-0.0770792314198842,114.147008551814
"15",-0.0575703697929298,89.251751107304
"16",0.0632653991368771,53.0182064975508
"17",-0.070057635072427,84.5132483285543
"18",-0.00110669534934806,72.4518547869045
"19",-0.103693177158229,112.40589443062
"20",0.0319903443545219,59.5054054181628
"21",-0.0666194229014892,92.2070942728472
"22",-0.12393097657512,120.786311035014
"23",0.0475708340875167,70.350597303117
"24",-0.162409796328811,80.3161571355508
"25",-0.0304452245996957,91.8595621434847
"26",-0.0209959826215956,89.3081455000111
"27",-0.00504151132218063,88.2442097368499
"28",-0.0613745847437083,85.5601961171285
"29",0.0538102944646608,57.8174437146971
"30",-0.0111111217924013,83.15811118719
"31",-0.0390712068674223,102.946063143606
"32",-0.154646147229689,82.9199139875248
"33",-0.0266188618194413,80.0093990062017
"34",-0.00663067834723703,85.109672205464
"35",-0.00516233456522608,73.0378036258289
"36",-0.0384458660924973,99.9601962105419
"37",0.0075934214145199,90.3047889144767
