"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34"
"1",71.8350442111752,114.131805493239,82.9064356470741,61.553512683224,85.1875521008089,80.8860015776449,63.4499761770606,82.7311039029795,73.0781734036626,91.7233889141709,78.2996688325018,86.4913274181907,108.20516181973,66.5248156731174,61.1106709535601,82.2968507191571,82.4558514917904,98.6029420818572,67.6464531509189,94.2071452015141,77.7508858089724,84.6728704373797,90.543325663787,83.2512597986732,100.947664060509,103.399334549878,61.3788989841686,78.4274270933167,87.9752860800708,97.6535259696906,92.9768476262014,67.2178787172196,98.0587671360537,115.961461660628
"2",103.560264816883,162.89934819762,114.85986799994,83.4297360738453,128.389967526458,103.300666918372,97.6162373914819,120.132678096293,99.9920611691476,130.963395782128,105.70967122767,103.717719937729,146.862524686931,89.1670357415276,82.6598210337152,111.061559952566,106.833232252422,146.926017251591,92.6767104645643,137.503485355328,111.771757975642,106.77592607782,127.560191422741,119.626964206466,134.566303672802,130.422279843626,82.5213089336823,106.150710651907,126.635051367522,129.781168855727,125.323798268367,88.5691248551547,137.740576367917,150.59403807669
"3",119.700734564394,189.262162825981,131.632140881113,93.4646182275806,149.79313365038,114.451163261419,112.618418830747,139.464645092122,112.585340658121,148.743719105002,118.617714695689,114.366482531888,166.829553579662,101.064238384333,93.5222110433842,124.367399650598,118.260182717218,171.834208166659,104.175303696019,156.474573236741,126.565619396247,118.177418137256,144.883972556354,137.431527233134,150.088340876191,143.832749844415,92.8370961161496,120.802652075366,145.920433672097,145.441500453501,142.104183599153,98.4813729410007,155.211208764207,169.149861277138
"4",128.242051553901,203.652521456352,140.673683577058,98.4469734173266,160.765529557428,120.423854433415,119.766862553957,149.675361437526,118.769653277668,157.260618839001,124.908816155927,121.094570897923,177.360038018727,107.611382167834,99.3993012632449,130.820444706588,123.854804722242,184.934182418568,109.755514496831,165.15239277944,133.308266522856,124.361935753645,153.236957763359,146.297847953689,157.47482528008,150.664282503968,98.1808199462035,128.708429375793,155.80812011804,153.281257825137,151.023423713077,103.283887448606,163.171126803886,179.291043511785
"5",133.070737080647,211.643221305895,145.774301407847,101.263866213342,166.739162778242,124.007408173343,123.684432106186,155.277786005711,122.080534852695,161.770842489573,128.176831840295,125.482212838689,183.122852445737,111.489767584617,102.939244136201,134.230605198236,126.818297515679,192.074664708779,112.739873648831,169.466907773352,136.675198243787,127.997499995445,157.499405316371,150.859849734859,161.200111028244,154.313572481391,101.233805645146,133.130192320836,161.13296391979,157.404078794125,155.969062300837,105.800244131275,167.054285460033,185.024724135013
"6",136.078481043801,216.211211213206,148.861823821874,103.143302954476,170.309673668212,126.479723385223,126.260881231304,158.548029095219,124.098026519471,164.540249668052,130.059850271854,128.469329696743,186.473662199014,114.032080930551,105.372332980791,136.284612699714,128.590407277894,196.202968316883,114.578547347028,171.924298696912,138.622511549157,130.382091575619,159.892634553315,153.346726053307,163.274073805325,156.421018004285,103.224235966745,135.750394985048,164.238079001315,159.757538555126,158.902507909698,107.290145614161,169.185697040824,188.446612445229
"7",138.186177774389,218.946781846159,150.916985281108,104.607838343195,172.717520898284,128.426569055653,128.268961992256,160.63411786671,125.528340826362,166.545643185432,131.304585121764,130.615064829121,188.60105765979,115.900782751281,107.270444198536,137.729303311138,129.818743370272,198.804392038447,115.904649789357,173.583907074161,139.968639846654,132.14727180139,161.427775550682,154.830887682669,164.599609715874,157.778869903438,104.714841767992,137.436794475841,166.259078096669,161.265988262403,160.813424534575,108.315656089369,170.560225597674,190.652802164373
"8",139.842275475216,220.699494251079,152.438778697385,105.880055131491,174.555670741572,130.116624592352,130.02491095305,162.115165499454,126.687211461743,168.208247045836,132.251489370732,132.25211848064,190.104808444566,117.425247854949,108.89969451003,138.895435824986,130.794684646232,200.627527654106,116.994750623775,174.893659041586,141.056073453525,133.600438365132,162.565151889091,155.828280594377,165.582387415235,158.769792704492,105.96361334067,138.636983541235,167.746415641261,162.36817698263,162.20122528357,109.127624511509,171.603635697243,192.216619869038
"9",141.265299212833,221.923223745464,153.681157108892,107.054976831836,176.107720976309,131.673295881794,131.65838295729,163.283369674248,127.715881336782,169.709830667265,133.0558539115,133.578526781634,191.287607546679,118.769314452129,110.384202313237,139.929576652375,131.649408701821,202.049740043534,117.9698269784,176.043101417019,142.028190486867,134.891305674961,163.514391613892,156.587165479994,166.404732449562,159.578653476452,107.088982949942,139.581862782085,168.966975691855,163.272396050557,163.317987772028,109.838066175329,172.498203554644,193.438000760376
"10",142.561875399184,222.860476420296,154.77343183051,108.173378896007,177.50945175195,133.153428909417,133.222770339604,164.286229210485,128.677618340857,171.128956389881,133.788576824262,134.712240406447,192.302263783878,120.01455140204,111.782132785101,140.896751151416,132.442047237403,203.261331467933,118.882953162593,177.112588919125,142.945069128208,136.092884378464,164.371019521749,157.227033511338,167.148648789108,160.294798391622,108.145467868112,140.390577335765,170.050221719263,164.077565355428,164.291005884068,110.497061349683,173.322028239809,194.47390385796
