"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
"1",23.5189054663747,24.6540738877708,24.6405206849633,23.4058641324192,24.4341439029249,24.5506905436195,24.3132247602707,23.5027880344619,23.8173330636895,25.2852677625314,24.1910453483882,25.1594718051398,23.8618355135055,25.0808433097179,24.4532757699201,24.2484660395235,24.5490446223779,25.2626615264703,24.2851679755483,23.5780880469433,23.6371532128498,23.426823288826,25.1882227538517,24.6454852896733,24.9784843719056,25.5156893066892,24.1371610059261,24.584320411244,24.6323440498716,24.4451852170753,23.3346682989736,25.3171020081377,24.9606501089678,25.0679720235751,24.4340146305966,22.1309646215961,24.8975587573699
"2",23.5095862466569,24.6465614745596,24.6374217882328,23.3993296837478,24.4274639142633,24.5377945487452,24.3081760915454,23.4979478104194,23.8096197057055,25.2800162335146,24.1843309253037,25.1557489778398,23.857233941887,25.0765945711862,24.4468209543386,24.2433009200248,24.5434283482867,25.2546943531479,24.299673140543,23.5508210424189,23.6266644054138,23.3865444768101,25.1836405730453,24.6395191055945,24.9729709901937,25.3970498032435,24.1299467487766,24.5767601906182,24.628355628082,24.4342033106968,23.3231648526395,25.309619977294,24.9569104220466,25.0626832225659,24.4291697961115,22.0744911037187,24.8921083831327
"3",23.5095537275705,24.6465456360428,24.6374181254458,23.3993159481116,24.4274494308231,24.5377558097651,24.3081657287596,23.4979489222458,23.8095996376414,25.280005695145,24.1843155816182,25.1557441271551,23.8572258125264,25.0765876635556,24.4468055856114,24.2432910183339,24.5434162504143,25.254672406938,24.3049878547693,23.5505676531753,23.6266356872672,23.3855961680112,25.1836330382776,24.6395089329451,24.9729593836965,25.3931536943109,24.1299275858994,24.5767423129607,24.6283506329363,24.4341657389768,23.3231182979195,25.3096012817429,24.956904929414,25.0626728527293,24.4291610770911,22.0736465839433,24.8920974178375
"4",23.509553614691,24.646545602766,24.6374181210029,23.3993159179053,24.4274493982513,24.5377556926728,24.3081655481274,23.4979489572681,23.809599584472,25.2800056738858,24.1843155463186,25.1557441209304,23.8572257981136,25.0765876530245,24.4468056667654,24.2432909996222,24.5434162241213,25.2546723459015,24.3066004791071,23.5505651450109,23.6266356046126,23.3854920237188,25.1836330261096,24.6395089147276,24.9729593591476,25.3930228885336,24.1299275338236,24.5767422699313,24.6283506265192,24.4341656061681,23.3231181067686,25.3096012348351,24.9569049213331,25.062672833109,24.4291610616084,22.0736343992687,24.8920973960132
"5",23.5095536143013,24.646545602696,24.6374181209976,23.3993159178394,24.4274493981781,24.5377556923235,24.3081655147226,23.4979489575333,23.8095995843311,25.2800056738431,24.1843155462374,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056730713,24.2432909995868,24.5434162240643,25.2546723457322,24.307129950386,23.5505651201779,23.6266356043762,23.3854748727719,25.1836330260899,24.6395089146951,24.9729593590957,25.3930184948381,24.1299275336831,24.5767422698278,24.628350626511,24.434165605697,23.3231181059821,25.3096012347173,24.9569049213212,25.0626728330716,24.4291610615809,22.0736342653562,24.8920973959696
"6",23.5095536143,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655078547,23.4979489575371,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734022,24.2432909995867,24.5434162240641,25.2546723457317,24.307308780463,23.5505651199319,23.6266356043755,23.3854716738599,25.1836330260899,24.6395089146951,24.9729593590955,25.393018347273,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059789,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342681305,24.8920973959696
"7",23.5095536143,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655064412,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734193,24.2432909995867,24.5434162240641,25.2546723457317,24.3073697699565,23.5505651199295,23.6266356043755,23.3854708989093,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183423171,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686395,24.8920973959696
"8",23.5095536143,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655061503,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734202,24.2432909995867,24.5434162240641,25.2546723457317,24.3073906395826,23.5505651199294,23.6266356043755,23.3854706121233,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421506,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686929,24.8920973959696
"9",23.5095536143001,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060904,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3073977889838,23.5505651199294,23.6266356043755,23.3854704632973,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421451,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686982,24.8920973959696
"10",23.5095536143001,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060781,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074002391439,23.5505651199294,23.6266356043755,23.3854703740143,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686987,24.8920973959696
"11",23.5095536143001,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060756,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.307401078947,23.5505651199294,23.6266356043755,23.3854703180262,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"12",23.5095536143001,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060751,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074013668064,23.5505651199294,23.6266356043755,23.3854702824942,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"13",23.5095536143002,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074014654776,23.5505651199294,23.6266356043755,23.3854702598737,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"14",23.5095536143002,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074014992998,23.5505651199294,23.6266356043755,23.3854702454611,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"15",23.5095536143002,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015108933,23.5505651199294,23.6266356043755,23.3854702362761,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"16",23.5095536143002,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015148673,23.5505651199294,23.6266356043755,23.385470230422,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"17",23.5095536143002,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015162295,23.5505651199294,23.6266356043755,23.3854702266906,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"18",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015166965,23.5505651199294,23.6266356043755,23.3854702243121,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"19",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015168565,23.5505651199294,23.6266356043755,23.3854702227957,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"20",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015169114,23.5505651199294,23.6266356043755,23.3854702218289,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"21",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015169302,23.5505651199294,23.6266356043755,23.3854702212123,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"22",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015169366,23.5505651199294,23.6266356043755,23.3854702208189,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"23",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015169388,23.5505651199294,23.6266356043755,23.3854702205678,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"24",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015169396,23.5505651199294,23.6266356043755,23.3854702204075,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
"25",23.5095536143003,24.6465456026959,24.6374181209975,23.3993159178392,24.427449398178,24.5377556923225,24.3081655060749,23.4979489575372,23.8095995843307,25.2800056738431,24.1843155462372,25.1557441209224,23.8572257980881,25.0765876530083,24.4468056734203,24.2432909995867,24.5434162240641,25.2546723457317,24.3074015169398,23.5505651199294,23.6266356043755,23.385470220305,25.1836330260899,24.6395089146951,24.9729593590955,25.3930183421449,24.1299275336827,24.5767422698275,24.628350626511,24.4341656056953,23.3231181059788,25.309601234717,24.9569049213212,25.0626728330715,24.4291610615808,22.0736342686988,24.8920973959696
