,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,124.19076580310357,279.92418265036855,178.86853150729345,134.15033494661847,135.97474108709173,160.34730010810483,160.4806647448105,137.18111435756168,173.05432295801415,174.87417241606207,116.95688596651037,159.23000035551644,219.45761380852556,123.60443048195933,103.07807687225588,157.30894614644612,155.24246593810273,204.1532379086916,127.60285676034341,156.32240383489625,171.01537504053144,134.34979244703638,186.1917909920041,184.5978357859497,177.21430848203107,215.65331517110687,132.20614487348766,165.69450994225147,133.47203005220194,183.2859380296971,157.59149031793618,134.33645508513996,242.10080058778874,210.21820016817995
1,132.7616711153671,290.7725290722543,179.26872774575904,144.85926340133037,129.6237265953708,161.84157278829915,170.7402036211398,118.91169264289105,187.08994216206534,153.19186603790004,117.78611062688282,129.2861723160015,189.61914460435483,135.82747360509575,118.99606669444188,160.50067558356304,163.23215277908676,178.3192904814684,136.2586568003309,158.01074093859177,179.8349322077274,161.1097554854084,189.00941287150988,168.3784176186437,166.30255296437457,229.549440341197,137.7823092794391,165.0300312069836,134.22573606319065,189.70765899170797,147.349621085583,139.65082655334646,254.70284087217095,199.08992685902368
2,149.25763122266858,286.80873715153854,196.11247116544553,148.05475710936167,157.37376588179433,172.00443850479132,190.01336499508938,142.53955593679862,197.02824587953643,165.74186143409617,126.58611644618038,163.6689571580576,212.16243459440835,151.62026854244533,123.56824672636907,169.8415395675687,173.11274110301244,198.9285643255493,142.66782457342836,174.06105553286568,194.7047123494761,175.10421317306125,202.97718527057563,179.99003753568718,185.5775771112163,244.5800576396964,144.53927828303156,178.6014191825249,151.20301715941324,204.5336644873698,164.36135184739098,150.2549881421789,248.46061068964187,219.2599173090011
3,208.2590016654327,355.8951918361654,254.54698854198512,181.42092181715375,222.95379096198408,214.71568838878494,231.37433811363346,200.91452564500784,233.1291625939559,214.4752556029235,165.29837761170583,245.36194124488182,279.39163542216545,200.35633876388312,159.36432662578233,216.66870830385653,212.9289374816811,264.41705154415865,151.69304680353216,227.29690689984017,249.73003904176318,218.7764210751065,253.16499882978061,242.50780043294094,244.1853609165195,282.5555556234765,184.351422716034,222.21062401701687,215.19404684449808,249.98726673116568,228.23365695092994,187.0939366680717,304.62619130545914,284.6754450306341
4,186.34782304057327,323.19108671499407,223.90082350745695,161.68090902572624,197.28341563560292,199.5612402208438,215.38283042706001,180.1006238710138,208.0018784617698,198.84157902600344,153.75560564793443,184.7447155809042,244.4436540909168,185.17567925518443,149.54286107478055,198.32402192362696,189.56883139645274,241.30946726703797,148.83339396546972,203.2664375376713,221.55558197447706,200.06074543172483,224.37146475530255,205.31469145110856,212.72699722573017,248.6348725596824,161.2857629939305,196.8094622655831,201.5642136444568,227.5136444460937,198.42305062440502,162.16632368658654,280.1060666116888,250.8296360574606
5,127.43162999292058,278.41986691876775,179.0689432842198,146.5321786094582,131.3574270377079,160.94620992310274,172.48431020357387,120.72517259187657,184.91511313075716,173.8794347135239,122.3920406552641,110.36064943798023,194.4154249695447,131.07692882821254,114.65160988059293,150.20794853718166,156.98794800675176,183.52778618599962,143.84011678355927,155.13703906794177,173.33877024710156,157.51623182219137,188.56897595229188,164.74058281330758,168.78127740278663,228.2871330477483,141.6067872977035,166.93311570521593,129.98287153655727,187.8323122662262,145.68406862133952,139.37720148877162,236.7853386169357,200.68761836953502
6,191.84715248692868,290.3553205489059,222.8764755649952,176.79303520445404,199.69527286445754,199.36772789887027,212.38895448150095,176.92582445198158,204.96657362166454,226.90881357425863,159.67087736900345,158.65717095782685,240.82232439737183,178.65536732933344,156.5606247475762,188.94962968438236,186.7501113714197,228.31254525877492,168.15128017613776,220.30489681776123,215.06199348853303,207.29620914399888,224.59667621027654,192.0876124418468,207.0758202470175,248.00440687295077,174.09979684908586,204.73297695527017,190.44790569792605,228.5742888039897,204.1565277984634,165.56647570101873,247.88699021072966,247.21638883511324
7,183.06004545161912,248.58389943108895,199.3061512268657,159.93260203373572,202.48341053575462,179.44164002848476,193.0026035396022,173.89298331126332,184.96059408359307,228.69791023474798,153.42873710577695,175.2111961277846,232.46652449605375,168.76537194117705,146.2773674033443,180.0083327718776,173.66640669313986,210.3073904963684,162.06732999276002,223.3215876676851,199.18103370483533,180.39264822222415,215.64248497370414,179.54865529935623,191.00327399052435,223.4306248727392,157.02777095873887,195.77208844577888,177.6405203042882,215.33203842615046,194.14707283124065,152.97901888242558,206.937570141907,232.85947671597557
8,200.8036759425571,284.09953342107235,225.93165252079825,179.97335481022228,221.18037518248445,202.38510910975168,212.46037581033144,197.82498997802173,204.12418666269662,250.20410719510426,173.20593350019988,181.0839555490891,257.26152814731125,186.3871188376987,166.1433796343745,205.7153526885044,193.01184340703827,237.801229475683,162.49297960703763,240.53549572925812,227.29665824106885,198.13815753223037,236.10014956194252,205.49120573671587,214.80505869910547,235.29077854478263,175.54350111278262,210.25420463476183,206.93541438910137,235.36143282786696,218.25834671373286,168.28658002139645,238.35355014594688,260.4013090376869
9,185.94500639060317,231.4418553579174,202.70266035922725,157.6379993872942,201.35102201220323,186.05759565552808,195.14408332433902,173.20048243347765,178.23686373920052,207.01978515369024,152.26353874179776,162.16997705348663,219.58322351074645,179.00185358080245,153.92412993529726,188.611001943503,178.0550451948113,206.9138261357657,172.908816499877,220.24366864239178,205.40363147591026,185.38384240150614,206.26068135649663,177.1121363040387,189.92711524007478,199.564100320354,149.45358632856968,187.50891181046677,188.25566967400735,216.77807006147341,193.99214071072674,149.22134373141967,196.8820926633748,229.58054795637335
