,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,190.18065596625226,296.74954135835407,218.38457399837233,152.86703251181683,230.20001442834774,228.13374334034324,187.22061652403127,203.93806669631954,179.31459477995173,252.98043879162802,192.94299893426685,158.4710375747453,263.5633571667497,175.22197227165944,156.12292232330594,185.39276016800721,168.79084742999626,270.14650975982755,141.36419562280255,220.0085696549274,203.7414295355598,193.70992487023042,205.1892095895272,204.6682024093222,198.85831004745492,212.2640551499048,149.03049395665252,211.12027223157932,244.9903666204776,211.0710783383154,222.4041861509206,151.07553707288682,240.73407279534953,267.75663084038547
1,196.85360093899834,311.9370658640808,224.6310791057523,157.60294838274376,238.4306641046739,234.21894861237516,191.76858559140933,212.90838520265146,181.72327275544913,262.72523847243326,199.71544667020157,164.8793961214586,276.9233180990469,181.18055977811258,160.28686862059564,190.49366383480987,174.94741190292876,280.6446213079036,147.84451219278444,229.33562489812013,213.1586222716948,202.27092745516546,211.2960860497131,212.26041725678166,209.43686972700897,219.97576669285326,156.18765963941394,217.3105764106719,255.7893954193121,216.32936889796832,233.52364990554324,156.84394913338258,254.46671627890277,279.0794585857433
2,182.7072472979187,280.3013238468424,214.15631740873067,142.58989467973282,222.78280243140225,214.89062512090027,176.54390135142265,196.33356575832153,166.4144521047144,237.2275568395893,181.65576776296191,151.76905704355354,246.8826065054288,167.33218760936384,148.4222502583604,174.81892858411342,162.968193505152,259.550721693247,139.68191244119114,212.81443747628632,194.45189590924667,187.42002492637667,195.74561874976365,193.0233970239817,193.15837970228154,205.4013514252544,137.2942411192231,200.41238681286748,233.29787520662438,200.68466652957,211.14289449245885,144.32982693898305,226.50437161007667,254.8457589287948
3,187.82848903028426,298.7365103710698,222.92643183217479,150.7028110620893,230.29200827979957,229.4733666908194,182.07517979668708,202.27771473205357,173.5892064261477,247.35385773624998,192.90084750308083,156.07099016930755,262.36857809315427,171.9373112327405,152.89670501701573,180.8076587605556,167.79562176869155,272.9975645015892,143.02824929181583,219.8429184855798,202.29861785506532,194.37422743840128,202.44387082804414,203.42872077913532,199.83058234198143,213.68087839510596,145.2542969385927,211.1133607341286,246.5481619894929,206.84474444958659,221.86649572768513,149.98152657607534,240.8644078025891,269.72287932010397
4,179.4541176024687,269.1779911467542,212.51369397105216,139.922290867958,223.33833317150655,210.97894165598012,171.16885063582592,190.46306856620458,161.4864572780172,224.80490038938402,178.48528682586235,148.2013525477392,236.38724745714697,163.73042908127556,143.80643962659695,169.3287935794752,159.25958319220229,258.09994300556355,139.51932953415678,211.49435628107943,187.17442282826585,182.70522727703278,190.47575437509076,187.49129161932376,188.34001661482725,201.11120924420518,128.69868730782028,196.79079526830307,226.67557271380704,194.84998588479843,206.06906970657408,140.5932624494849,218.1640749039096,251.98807343271588
5,173.97977135535226,266.1739128809001,197.84315347489422,142.48528576815144,214.50171629031288,209.4814244222285,173.56478953224217,187.60974839439191,165.42255589991632,230.11171371586798,173.3968032632919,148.03689839836102,237.81717734013048,163.19410351250758,144.4388192314588,171.36896216558273,157.9983406284297,246.83053131641591,137.31279570696645,205.74101201541657,186.854697039469,177.68759249624512,190.42377091217767,184.32409318460734,185.5735544458902,195.43062034554876,133.01191574618548,192.93196633140414,221.64487168420055,196.2094847603708,200.9183372384835,137.0235222201329,213.1082804136235,243.39206722287378
6,178.7383614704346,277.48888068692463,216.43251716402784,142.35515903639885,222.88815135603468,215.4124179951821,172.00389698932628,190.6688328365629,163.36721017820494,225.22822259949046,181.80449532459687,148.41496694776103,242.53526872750984,163.80886042947972,145.51821011070552,170.79525929906842,161.17916701741913,259.80569319881107,140.44398998950936,211.52653380006132,191.300021280636,185.8954546005704,193.21678892507623,191.80773217603112,188.988074801603,204.91911990187577,129.62113342607987,200.27034164617433,231.7330854732928,196.81711960480308,205.7758081014818,143.2828708382415,223.41525616057595,255.55174277321086
7,176.33169348804483,268.59632074582294,198.13881430159122,142.05690195242755,217.21605187544995,208.6263261800776,175.07580627974951,185.4645747287638,168.24191434803134,225.4291040544454,175.8496263344067,147.60278928933124,236.76044242229898,163.4658115142624,145.82184445199707,172.58001607286022,159.04929102371045,247.72473685413738,136.07277728532927,205.98357958645934,187.57600349689437,179.82675773383284,192.81826506910224,188.59620109281826,181.3645544893883,198.6742472927912,129.03191613403044,195.7093204010724,223.72416324058833,197.52577967259867,196.88243380004798,139.5233549900416,214.52269523815357,244.00090980790577
8,195.26935462768424,300.5273299416785,215.51577509574187,158.77679340489286,237.96780924830736,222.4427937393472,191.0537026682458,208.2101149809238,183.64128874129463,257.1562826529102,192.5817730086136,163.04784974883543,268.9551728721367,178.93124689716092,159.8108967534825,190.51458648448997,173.44726302111872,274.75196274733185,146.32849488838573,227.73540634802623,211.72427688253393,196.97542977029644,211.0565601610707,206.84074237658723,204.827164441646,213.50713288341046,151.62399770250948,209.8660535490324,249.268220526417,215.90225886241004,226.6017261050079,153.96602679402127,245.02837931466794,269.04478229366543
9,199.4815280672776,320.5952689424829,227.95820576953514,161.19172724980456,241.01188693716392,237.4418752553069,198.83460275426748,218.48469015251646,188.59612633489405,272.20584353867116,204.45144508111218,169.3210674368426,285.52289442038114,186.34393115096702,165.4738871109538,196.4287221274008,178.94533430535222,283.96209015311814,148.85279306332217,232.23610983305838,218.75626501779203,206.73562174021356,218.11586797846252,218.4416387308007,214.60400365169113,224.63074172419857,163.85060833914707,222.11367293476474,260.8857697539709,223.53242886418903,238.09751185300195,161.41185849522867,261.25942068981595,283.92468030017915
