,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,98.72975075373695,154.4171001256319,99.3115573548997,65.78773242304689,129.64166491599642,110.03150593315897,92.50487664806327,106.54201272662465,86.31865871065912,143.83366303592038,106.59631548110475,90.39305751420486,123.3847295705744,126.70601665290928,81.99484186982136,95.58575577483829,88.3447267210138,175.2551924729509,96.72793250295794,126.84883961124505,101.33527061796003,98.53222313536251,115.97565834495423,102.51375785474364,119.49114030786612,113.19862203729896,61.755601140007286,121.5701213191321,128.06211533550152,115.2983360900842,117.85863544175997,84.93200502376948,121.08490850540522,155.32056330463092
1,99.30759013543435,152.39544309798092,95.71804794614468,66.39327431873492,128.49762399585777,107.93917844381397,93.518780376936,104.2878261312145,84.5549416760224,144.69036278599128,106.50818416431882,92.00027653572867,119.53285721757511,130.19959423521112,83.21105447646896,96.9822901376563,89.62198118401128,173.3066905329654,103.67977449620102,128.64872584007864,101.93641456074405,100.78036105141484,116.40805913050626,101.35269404436774,122.71849183715331,112.05505892562388,61.65284440617003,125.2459698791284,128.69291825384101,116.48306744184765,112.33848621594181,87.23843791921956,118.29047427633031,156.61136899193423
2,91.8723106526029,140.39925657154066,92.1392799367127,63.87268761991761,119.78710320222133,104.6046164316754,86.96746322576735,99.21151656013616,79.91889063816564,133.92125063525964,95.77187849822366,85.54920564439695,114.56805356973481,113.05231384812672,78.28302488239832,91.5694689033358,85.02162926054034,156.62184565484216,89.69253798286337,120.91587637310076,94.48099112791877,92.80020650285654,108.37174155895528,93.57560969755953,112.41086371751594,105.564931071733,58.837031209260516,113.74821282426835,118.43806587715287,110.40281999343314,103.25917390081972,78.82146185459152,110.70759245167189,142.44797046071568
3,96.59160560458953,149.1083194518992,96.39077471270083,65.00797800908035,125.72708970893707,108.53534937064707,91.39820094076103,103.98828419228593,83.47813051034828,145.0931932290672,102.20726062151525,88.93543278311279,119.8120994883811,124.50063713890137,81.3610325623617,95.09816320431665,88.29249983978481,166.916563060282,102.81993590962628,125.64643160283072,99.24641040281254,96.89079598484167,112.65748282853284,97.9117376711742,118.59849127844728,109.12871524112981,60.30030282599452,119.3787690428506,124.30021484268258,115.05139834862067,112.22190257137021,83.36493205204518,116.92042327330448,151.44965330363289
4,95.77865977061977,144.58939197854576,94.32834765169694,66.94919851700004,126.55389449896462,105.53183657078024,88.24126375030102,101.84767022217594,83.29232106142754,128.9025999473385,99.80872360381733,86.97980211386796,118.39696893721128,119.22938584346038,79.20546472107918,92.53312471717797,85.56101688389984,162.765552008902,82.23964936526923,122.89163586006624,95.95191793726056,95.09432815340051,110.91735673880297,96.18942166435416,112.95939893645456,108.38975383946867,63.87067146287866,115.27554591357357,119.9492829038169,110.55714279343223,114.02809296424114,79.22017019758404,112.91679497971664,149.82621201772162
5,94.28154852526505,146.47677396213226,94.96531900377259,63.735256952196394,124.01860575422417,107.15701879909138,89.15655213507854,102.49150482036065,82.68447108641406,139.35409332183553,100.74115596919273,87.23260491415843,118.48209262689315,119.0504439893489,79.67352823227078,93.1044590019284,86.3048744540317,163.03422052515327,88.21482854078288,123.306439788455,97.08689014678322,95.05983348928783,110.81008376099173,96.52375875474551,116.03746157142932,107.85442430976732,59.21908481615699,116.68475798870637,122.11383524477041,112.37014334827813,110.62317448253619,80.80775255733566,115.43159413375865,148.59533605050973
6,81.68635359044123,126.61813614101888,77.29167484843967,55.63868085977265,106.93374182931882,93.79621258193256,76.81800058243245,86.66379256967335,69.11325666032388,125.40941036205761,88.72546269115053,78.61032882948872,99.06696703792741,106.23967348543722,71.31199499013978,83.01741365160244,77.53253912801985,146.37893278426216,98.49382485214119,112.22887141986335,84.49280880788848,84.8627687846678,98.97901096127904,83.31169005392856,106.14075118596082,94.5428277116747,49.02337573746037,108.95449051814118,108.50695242691253,100.98153885048937,88.72939800132114,74.54398106284312,97.83772120544027,132.7901068837425
7,101.79296920717765,153.7598921135068,97.09360100991556,69.18072391662088,132.1407201590933,108.2362286431694,94.51994116143764,106.52079843851389,87.54200652231168,137.63382721158723,106.52649606201658,92.71815735255201,123.02319937341626,124.62633981582746,83.82576171041893,97.70205234496133,90.11359088269091,170.69132766363782,87.60915462482072,130.30477020195707,102.57873552586284,102.24567736207666,117.62596485981145,101.9949217136799,122.78961383187998,113.03605272442539,65.36376635404056,124.40775287745234,128.5232281581679,116.22520839453803,116.36948054701399,86.26151407169195,119.03980329919861,157.15645208142803
8,104.67385047659614,157.68762969030428,100.81727847891753,71.75887744380519,135.24486431593488,111.50823953016054,97.28853389276118,109.48047731961852,89.69327765295743,144.05623895441443,108.32936852677071,94.47228146205829,126.66779012446253,131.51405139393552,85.9175560005465,100.35816408247808,92.71889301082228,174.48644733798832,98.84065618716821,132.14575093888004,104.98232677611446,104.270128431181,119.24163364208681,103.82250165836423,124.67249609026327,115.15920314791573,68.80252056754313,126.00422744105298,130.56840367306773,119.4290560298442,120.73544801733304,87.48425858847824,121.95752603208231,161.04023623042855
9,92.08503495905941,142.95761078912278,88.20017496729743,59.77124832048756,119.57083982192479,101.77554562610727,85.28764377065586,96.93611567661524,78.13522069427088,137.4909824916581,100.27581048144195,85.45437867961684,111.40934335409511,117.36372362561465,76.9196177938075,89.20578813689835,82.94537178517214,164.22278585945895,101.25266945878778,121.25962428210556,94.14991403996228,93.18755426513106,109.43028317492879,94.79640266519193,115.6089841490296,104.81600076474983,54.581924123234785,119.35495133739272,120.82157188785507,108.60436936779038,102.30648013463725,82.83283428293981,111.12043729917443,145.36326756679972
10,66.93729976626676,107.64231598823415,59.36825422804631,42.560196496215454,90.7058136260612,78.97996038502896,58.76891545149405,69.23588861789653,54.24302968349134,102.56116985778442,77.17833677550374,65.20421036843277,79.02313155635522,96.06865919697348,58.39771182819929,67.32115921943203,63.760737238138574,130.83044679550346,76.75689141344306,95.87421821593671,67.0939048124425,70.31604772853187,83.26699221189298,68.07865259856882,91.12967820788452,79.79708092963658,36.02670727961407,96.9994179343858,90.81249105756174,83.57700992301363,73.17346557517482,63.17456152649599,79.41751974169878,117.29147643344612
