0,24516.7762,13642.24916,38594.98095,10856.40407,11033.21971,31672.47566,8330.55897,36914.68957,28325.39685,28321.08979,22491.25778,9344.437202,27329.70186,25916.42259,24173.88297,20460.14833,16345.58597,34686.44307,5046.638748,29144.0145,17590.94406,33714.96659,25027.94823,15873.39163,19568.14392,37127.23859,28254.88354,9766.501941,30122.53881,14992.9703,31820.34073,22453.00657,12918.60589
24516.7762,0,14139.43747,28162.13287,29545.21714,14170.66532,11500.0016,22998.45729,17324.32382,25315.74676,21515.63087,7603.111212,17056.72634,10971.75586,10647.65741,8634.584166,11279.04096,23728.58839,38319.29299,28566.92134,10931.4906,15401.16012,13715.98374,3855.177677,18287.98482,16587.84923,26057.97145,15710.49614,21336.74139,14572.28144,9537.443541,17843.54585,2752.340295,15791.67522
13642.24916,14139.43747,0,25976.52305,15602.14553,3869.862597,18391.8829,9180.050954,23368.42543,17511.28892,16018.48594,9427.833062,4304.613367,13789.37404,12360.21366,10846.68507,6830.657288,10331.35785,27945.61775,16179.47295,15705.85403,4795.052393,20307.02249,13032.63173,5486.341681,7103.044053,24286.20566,14716.43807,7310.187884,16480.29863,6832.745803,18279.13608,13296.3801,1657.471403
38594.98095,28162.13287,25976.52305,0,34492.00644,29749.34329,18345.08145,31098.31559,15470.83403,11772.63601,10281.18297,21759.75211,29776.90981,17194.64529,17708.67109,20028.26235,20488.94939,24043.10986,20483.41942,39208.26099,17496.93847,21318.69906,17140.87286,24307.37794,22730.89005,19140.27368,2115.032281,12763.93091,29163.84453,13649.09792,29979.08737,10352.65391,30113.51736,26074.44876
10856.40407,29545.21714,15602.14553,34492.00644,0,15691.22573,33161.3208,6555.185575,37300.75495,22930.108,24641.20962,24779.0486,12627.88316,28182.14677,26785.54111,25870.58337,21367.36393,10487.85463,25637.55524,7184.204637,30284.82524,16882.93758,34770.38767,28628.31724,13792.42199,17817.17697,33509.36802,27165.75771,8293.23726,29849.59495,20700.2344,30455.47816,28262.91838,14035.19439
11033.21971,14170.66532,3869.862597,29749.34329,15691.22573,0,20668.36553,9185.33214,26033.17947,21347.60962,19867.75693,11482.48102,3084.703438,16494.28935,15114.83929,13223.39227,9932.084731,12991.126,31335.81562,14515.10466,18211.74975,8664.317447,22747.9462,14116.52747,8938.612699,10972.8695,28015.32727,18130.29897,7966.957638,19559.39353,5010.146446,21656.56091,12623.32193,4520.690998
31672.47566,11500.0016,18391.8829,18345.08145,33161.3208,20668.36553,0,27228.89504,5920.634761,19841.27419,15265.43253,9186.020562,22581.03525,5057.488134,6396.049368,7550.012925,11842.28207,24318.14487,33291.5119,34570.96737,2921.411933,16312.47726,2283.926798,8186.841921,19521.03713,15867.50799,16263.16685,8576.770757,25155.3904,5636.443529,17889.53617,8451.627733,14087.30972,19627.20709
8330.55897,22998.45729,9180.050954,31098.31559,6555.185575,9185.33214,27228.89504,0,31763.10149,20296.18582,20857.60747,18530.33757,6104.110755,22371.56494,20945.24695,19778.77179,15390.94963,8026.528825,26487.12466,8152.94416,24417.6867,11301.77604,28984.59518,22200.5182,8678.019085,12756.58137,29810.39789,22068.07814,2125.741724,24462.03057,14192.56904,25537.0227,21714.41275,7699.694631
36914.68957,17324.32382,23368.42543,15470.83403,37300.75495,26033.17947,5920.634761,31763.10149,0,20520.56801,16040.89206,14662.9336,27653.83862,9588.047379,11010.64331,12823.61675,16564.48381,27709.90983,33345.26705,39446.93013,7842.699629,20506.37486,3640.53136,14106.87894,23508.81463,19519.6793,13624.55164,10483.72513,29645.35859,7496.457162,23640.39814,8165.681314,19962.08566,24415.46833
28325.39685,25315.74676,17511.28892,11772.63601,22930.108,21347.60962,19841.27419,20296.18582,20520.56801,0,4600.16708,17732.79637,20430.61699,15863.47147,15367.01135,16817.71117,14572.80177,12659.76518,13505.30908,28184.67344,17465.72903,12810.16136,20001.44222,21847.5184,12840.86457,10543.35429,11211.18329,11279.95353,18580.07765,14268.48288,23283.0149,12378.26008,26319.15588,17000.41453
