"","V1","V2","V3","V4","V5","V6","V8","V9","V10","V11","V12","V14","V15","V16","V18","V19","V20","V21","V22","V23","V24","V25","V27","V28","V29","V30","V31","V32","V33","V35","V36","V37","V38","V39"
"1",24.8101877055065,24.9073983523366,24.5692920465805,22.4560318018488,23.7838572198081,25.2914438774177,24.1666181918472,23.0944494242612,25.96570953603,25.2193693189975,22.4482302659513,24.575441036345,25.3715293942848,24.3039231315213,22.9953209422073,24.1083890951287,25.1609639028053,22.1107545554106,25.0079695785751,25.5673756014699,24.0980780213829,25.4634133722887,23.9138660132787,22.2843610130494,24.4516960652453,24.1309787108901,22.3274721582763,24.2875177697764,22.8923422576077,20.928258334828,26.5005676861153,23.0043081416796,19.6185115132934,23.3773414389759
"2",24.8017517867626,24.8996333023658,24.5611988350458,22.4533259454987,23.7668964479175,25.2857774479331,24.1636543934611,23.0816897738336,25.9602607828829,25.210676567349,22.4404122275758,24.5710201463252,25.3578880278559,24.2930487666259,22.9876055972002,24.0915580119412,25.153487665747,22.08894335906,25.0009085385676,25.5620791464224,24.0894238100681,25.4545196556663,23.9093939800995,22.2706463479091,24.4446719818331,24.1188351929298,22.3230071482284,24.2798920003836,22.8903161367348,20.9166710635506,26.494371859863,22.998636114456,19.5770886783407,23.3723396796489
"3",24.8017283437406,24.8996164817291,24.5611768531887,22.4533228981777,23.7668282534947,25.2857630785857,24.1636504470877,23.0816500653344,25.9602496909675,25.2106324331856,22.4403914694769,24.5710130707346,25.3578328192727,24.293008470227,22.9875816600549,24.0914657654983,25.1534680930541,22.0888305333017,25.0008909101905,25.5620690553999,24.0893969705845,25.4544924674549,23.9093853185817,22.2705705289754,24.4446536304384,24.1187944785558,22.3230611614837,24.2798673682359,22.890283539347,20.9166166394603,26.4943593696721,22.9986292827128,19.576520435721,23.3723325685766
"4",24.8017282735729,24.8996164423183,24.5611767931029,22.453322747148,23.7668278829613,25.2857630442268,24.1636504095926,23.0816500352614,25.9602496689308,25.2106322474611,22.4403910885167,24.5710130595809,25.3578325931296,24.2930083105925,22.9875805718174,24.0914652709043,25.1534680401881,22.0888302375101,25.0008908658381,25.5620690367223,24.0893968881695,25.4544923808748,23.9093853030557,22.2705701085781,24.4446535851752,24.1187943275492,22.3230742639246,24.2798672901374,22.8902833744658,20.9166163863077,26.4943593446997,22.9986296395708,19.5765131027508,23.3723325574942
"5",24.8017282733679,24.8996164422271,24.5611767929379,22.4533226827171,23.7668278801433,25.2857630441448,24.1636504057405,23.0816500409244,25.9602496688871,25.210632246612,22.4403909641636,24.5710130595633,25.3578325922064,24.2930083099843,22.9875802840729,24.0914652682221,25.1534680400461,22.0888302247902,25.0008908657263,25.5620690366878,24.0893968879164,25.454492380602,23.9093853030371,22.2705701085745,24.4446535850013,24.1187943270051,22.3230769149488,24.2798672898897,22.8902833445078,20.916616385146,26.4943593446499,22.9986296630945,19.5765130365915,23.3723325574772
"6",24.8017282733673,24.8996164422269,24.5611767929374,22.4533226579818,23.7668278700954,25.2857630441446,24.1636504052963,23.0816500412413,25.960249668887,25.2106322466082,22.4403909171667,24.5710130595632,25.3578325922026,24.293008309982,22.9875802038615,24.0914652682075,25.1534680400457,22.0888302195698,25.000890865726,25.5620690366878,24.0893968879156,25.4544923806011,23.9093853030373,22.2705701097715,24.4446535849893,24.1187943270031,22.3230774503788,24.2798672898889,22.8902833403858,20.9166163851411,26.4943593446498,22.9986296645285,19.5765130377824,23.3723325574772
"7",24.8017282733673,24.8996164422269,24.5611767929374,22.4533226488001,23.7668278231467,25.2857630441446,24.163650405245,23.0816500412576,25.960249668887,25.2106322466082,22.440390899326,24.5710130595632,25.3578325922026,24.2930083099819,22.9875801814767,24.0914652682074,25.1534680400457,22.0888302180505,25.000890865726,25.5620690366878,24.0893968879156,25.4544923806011,23.9093853030374,22.2705701103064,24.4446535849871,24.1187943270031,22.3230775585296,24.2798672898889,22.8902833395557,20.9166163851411,26.4943593446498,22.9986296646156,19.5765130379364,23.3723325574772
"8",24.8017282733673,24.8996164422269,24.5611767929374,22.4533226454256,23.7668277081235,25.2857630441446,24.163650405239,23.0816500412585,25.960249668887,25.2106322466082,22.4403908925455,24.5710130595632,25.3578325922026,24.2930083099819,22.9875801752279,24.0914652682074,25.1534680400457,22.0888302176187,25.000890865726,25.5620690366878,24.0893968879156,25.4544923806011,23.9093853030374,22.2705701105389,24.4446535849867,24.1187943270031,22.3230775803773,24.2798672898889,22.8902833379216,20.9166163851411,26.4943593446498,22.9986296646209,19.5765130379482,23.3723325574772
"9",24.8017282733673,24.8996164422269,24.5611767929374,22.4533226441891,23.7668275266959,25.2857630441446,24.1636504052384,23.0816500412585,25.960249668887,25.2106322466082,22.4403908899675,24.5710130595632,25.3578325922026,24.2930083099819,22.9875801734832,24.0914652682074,25.1534680400457,22.0888302174961,25.000890865726,25.5620690366878,24.0893968879156,25.4544923806011,23.9093853030374,22.2705701106397,24.4446535849866,24.1187943270031,22.3230775847913,24.2798672898889,22.8902833320682,20.9166163851411,26.4943593446498,22.9986296646213,19.5765130379498,23.3723325574772
"10",24.8017282733673,24.8996164422269,24.5611767929374,22.4533226437365,23.7668273139359,25.2857630441446,24.1636504052383,23.0816500412585,25.960249668887,25.2106322466082,22.4403908889871,24.5710130595632,25.3578325922026,24.2930083099819,22.9875801729961,24.0914652682074,25.1534680400457,22.0888302174613,25.000890865726,25.5620690366878,24.0893968879156,25.4544923806011,23.9093853030374,22.2705701106835,24.4446535849866,24.1187943270031,22.3230775856832,24.2798672898889,22.8902833166689,20.9166163851411,26.4943593446498,22.9986296646213,19.5765130379527,23.3723325574772
"11",24.8017282733673,24.8996164422269,24.5611767929374,22.4533226435708,23.7668271091682,25.2857630441446,24.1636504052383,23.0816500412585,25.960249668887,25.2106322466082,22.4403908886143,24.5710130595632,25.3578325922026,24.2930083099819,22.9875801728601,24.0914652682074,25.1534680400457,22.0888302174514,25.000890865726,25.5620690366878,24.0893968879156,25.4544923806011,23.9093853030374,22.2705701107024,24.4446535849866,24.1187943270031,22.3230775858634,24.2798672898889,22.8902832858916,20.9166163851411,26.4943593446498,22.9986296646213,19.5765130379607,23.3723325574772
"12",24.8017282733673,24.8996164422269,24.5611767929374,22.4533226435102,23.7668269362628,25.2857630441446,24.1636504052383,23.0816500412585,25.960249668887,25.2106322466082,22.4403908884726,24.5710130595632,25.3578325922026,24.2930083099819,22.9875801728221,24.0914652682074,25.1534680400457,22.0888302174486,25.000890865726,25.5620690366878,24.0893968879156,25.4544923806011,23.9093853030374,22.2705701107106,24.4446535849866,24.1187943270031,22.3230775858999,24.2798672898889,22.8902832362887,20.9166163851411,26.4943593446498,22.9986296646213,19.576513037979,23.3723325574772
