,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,142.3715355770556,151.94671120826436,131.7979295886277,97.04372688484455,143.98458775384773,121.11237262743865,122.66209946398517,131.07072690715077,120.40324631194795,140.9751174993408,103.22964130699444,97.32775012205967,152.63575903599383,151.4521731697525,126.18073045870197,94.49067865183524,124.50095227958494,120.89877622878868,144.76955245286487,101.20388720473115,135.66833986728483,158.86027147737917,113.62300978495747,127.80298917627738,130.1100336432428,135.8689140130234,137.31951457789805,122.14298908780287,98.13255073992512,141.82913080914557,145.43676457745988,126.8740507711612,123.46975392373388,126.76764058805175,114.79163516525894,139.39470660477838,144.3146036650662
1,163.94340565343384,157.49633994463,148.24650110254063,101.13460469793648,156.932757490135,125.71808828855728,134.1855209206617,139.99399860593994,129.2925681862065,148.90909192288126,122.47043045999906,113.24899146773535,159.28572832338622,167.05723387864145,138.24013784884812,107.68317045466611,134.50328790720667,131.20863839410953,158.87969442369564,92.03381058591783,134.80218507241707,171.45522295078115,130.45911804359628,140.25101394110084,144.25205886408185,145.70950818578808,148.04377670260484,132.15900496218012,109.27022414943346,145.10816891029032,156.36102683143017,125.91060250916459,136.28308603706768,134.1891173227927,126.5574137585758,150.23117301832133,155.42765089200375
2,150.56316930798133,152.30910396421265,137.23981980099927,97.53008358179707,148.18263629751524,121.74480655196426,125.4127243109713,133.8853551767485,122.45537695736806,142.22991799189037,109.0358270647001,103.30659285760788,152.71263532850037,157.2200438093926,128.68551175205033,98.01384804085336,126.17910253358576,122.80991177622727,149.29432788391324,93.13976114209115,132.7745893356453,160.86376955853308,118.91066121373998,132.9874807778566,133.44825790797054,137.54534835640325,139.7557428466165,124.23684598706356,101.44775074230611,140.76957976875266,148.50473788975708,124.31448431986472,126.55090077595183,129.5919153821281,117.13584752054675,142.82589223453465,147.26504510372186
3,169.99134163207304,170.93727582950015,158.03661816932518,110.01961446037751,166.55427058622357,132.0191516311038,143.6167975237105,150.26329414606855,142.7062525233468,161.7121462391244,128.05249842330608,116.01341408935112,176.40647932689234,177.99084783248463,149.9964315800393,112.98906085582549,145.74233343525958,141.50364095521232,169.796797698438,100.547803566439,147.4999165119196,186.39076082140954,137.11619807206523,150.28645646142422,155.60705320177195,158.3473881432074,159.65853781091923,143.22514347526865,115.48036462506457,160.9715843133352,169.10565267735612,139.95419481672548,146.78798343363448,145.78863453453468,137.46288541544544,162.53506742601851,168.76925841449298
4,155.8719208298318,159.97726467020624,145.1279621876226,100.88850300939534,153.1959377491521,126.66442481907889,135.3242092342275,137.57544031142655,132.2424106189937,152.82067639457244,120.29127857345972,107.90717683431016,166.91343702816437,162.96895207094784,141.12328047212935,106.88753831652488,138.6205386940652,133.71342614294227,156.1214972845859,94.69177988451493,134.7157539949155,176.3274766234644,127.77595969919457,141.32162772748248,145.5986109222128,148.22425391402572,148.7510082357491,135.44178567817949,106.3737401952511,151.7330232483505,154.26219444784073,131.67935259722975,137.93062919494773,132.39564449475677,129.65184751940555,148.8764351878725,155.09222755492527
5,148.0247073802179,149.35422328739637,135.98976366063812,94.75392899762409,145.0106866883333,121.09812773671341,124.30017100391836,131.0014492771631,119.70022773057457,137.89974294947646,110.01316633675387,104.6101191616196,148.3728103410466,155.71376944908653,127.52288560107121,98.91930821018238,125.04500196039625,121.87935214462703,146.99509790367154,90.69622579965798,127.51522348649834,157.9565810804839,119.21907846494568,130.18096719535873,132.29940156418047,135.32095976048453,137.62968731339672,122.94952418633605,99.62867636358509,134.7428827122148,145.01207701860181,117.11646003754478,125.86224126995447,126.80160490661629,116.15528892245861,140.6194728990204,144.29811335738242
6,167.9994196139478,167.24118138307153,155.02288833546845,107.18902507962082,163.71677012768527,131.30102673251884,141.6689731326703,146.85038129904748,139.12742820454895,159.28390396553596,127.26552398745142,114.76658192203493,171.46910592529593,175.00172775087722,147.7770233440112,111.91194497305784,143.56594339143345,139.1987403573555,166.61621163370134,97.22599101934809,143.3743888525924,184.0329707285635,135.02705130720116,148.15397688648085,153.27621012400726,155.2324443438072,156.52880227949166,140.47360398648175,114.19547373604921,157.06179177663722,165.13048728732983,135.67515662215945,144.4128786688267,141.55801844917482,135.04278854683372,158.43995022605853,164.74784043119055
7,149.36119243323694,146.11397646942658,135.17422173129535,94.31500893633957,144.59306685812143,118.78595747227445,124.50157564356047,129.32527575852106,121.25340853740113,139.38722935694676,112.14578160586724,104.36715041672943,153.16987638728543,152.34662472924683,129.24761116625425,99.31333977150737,126.4901852428113,122.74614607529988,145.9751230998749,91.39140247917508,127.3467373619623,161.1200301667372,119.00402645409898,132.62497592404824,133.61416262339282,135.5150650566485,137.0116252611196,122.56071175601869,99.55988038556173,138.77682506870264,144.0921793761532,120.93541243634994,127.06539960605218,124.19012990343873,119.3217715684723,138.21478826889327,144.1551164685448
8,162.26931719079928,165.057517888477,150.04708339268257,103.8405317079113,158.71084221399863,130.00833877451598,138.75829322755158,142.67279968925976,135.92447703351382,156.0534241170959,124.00674748507919,112.2721635805181,168.94739127902946,169.64139203866878,144.0091210428614,109.43111756833882,140.92243503893513,136.44470549659727,161.35294820831328,96.55207707835942,139.3337679492248,179.33685820125027,131.60761417745505,145.15712455354534,149.56111920201678,152.03482848958942,152.97076075112236,138.74414375808124,110.96062553514187,154.1066018967802,159.88454112269648,133.3077303536445,141.25120686287465,138.01711517038277,132.38858964933038,153.9769920788812,160.07021023240634
9,147.6539813220543,148.69413675174533,133.48008742279586,96.72429481865835,144.84079998573344,119.52531736690585,122.34788442782319,131.7244788848822,119.98775838662178,139.9910330344237,106.59910171996316,100.95573204113407,152.24997487765336,152.300078284159,126.71302959359488,96.00153531577871,124.26817662858,120.90299894608258,145.66953701853734,98.43514614942337,133.4151240816026,157.9319831856385,115.97343990626246,130.83511850840017,130.34047669228943,134.65435449112644,137.4809483217315,121.31856794377444,98.87377316879999,139.95163669586998,145.8264225549808,124.22382975035555,124.16276430729957,126.31099177092537,115.78021468818785,139.14895395135574,144.7356993899572
