"","alpha","sig"
"1",-0.0981464374035304,115.824947357588
"2",-0.0532819189142588,101.330249055186
"3",-0.0282630179694036,95.1027963583451
"4",0.0769890046967831,53.7073818991199
"5",-0.0892694121272126,103.656095670869
"6",-0.0653555569780621,60.2928960448983
"7",-0.0160654124592768,76.7890814358793
"8",-0.0349831858408956,88.9359659043927
"9",-0.038198759829786,84.5455545091878
"10",-0.0487588484968712,91.0317763680675
"11",0.00464656557684623,65.8633695028471
"12",-0.0234713060826813,64.0752248285754
"13",0.0375861035214813,78.8646101869352
"14",-0.0820198534073313,115.052072197296
"15",-0.0546486602965973,88.6911479419795
"16",0.0643631084754304,52.3871562890462
"17",-0.0734966638570308,84.2580772834649
"18",-0.000338117937856022,71.7459485929868
"19",-0.103593405615056,111.897138603509
"20",0.0209408005241268,58.8219561939991
"21",-0.0611347137195711,90.6321729990287
"22",-0.11715983875291,119.407234033848
"23",0.0352772252728496,71.4173673170158
"24",-0.164788390914854,80.8865179508474
"25",-0.0357224990098854,91.9788537089667
"26",-0.0245168152026633,89.3008459433793
"27",-0.0143051901549089,88.5059834842046
"28",-0.0650588196660164,85.7206910074669
"29",0.054041133106616,57.7209358888473
"30",-0.0371576892670457,85.6612261342872
"31",-0.0447251909050543,103.384165219119
"32",-0.165275282321304,82.3253928328812
"33",-0.0266474505026501,79.289492263955
"34",-0.00797100865786977,84.5636203093649
"35",-0.00356379196222204,72.3454367605577
"36",-0.0464549989535161,102.136520122276
"37",-0.00944527427162503,91.784835660189
